,day,t,rh,ws,wd,r,h,l1,l2,l3,l4,l5,l6,l7,lp,t2,tmv,tm,tm2,tmy,tmy2
816,2016-02-11 00:00:00,3.76,75.0,1.5,5.0,0.0,0.0,7.780576650991392,7.180896575978173,8.031057683269925,7.729133486918746,8.076412857340037,11.133656513032422,9.166476567285487,35.4732186484748,14.1376,8.222569781065076,13.19,173.97609999999997,13.70536,187.83689272959998
817,2016-02-11 01:00:00,3.225833,83.0,2.5,4.0,0.0,0.0,6.670291934583156,8.197119431806438,9.346016081016561,8.363084368814247,8.034601490494474,12.24094521461959,9.87955894034408,35.4732186484748,10.405998543889002,8.204448479289928,13.19,173.97609999999997,13.70536,187.83689272959998
818,2016-02-11 02:00:00,2.361667,80.0,1.5,5.0,0.0,0.0,7.259735897924285,10.13460467950283,9.150002322248566,8.426815364452063,8.47331532238159,12.967349043294881,10.447886524502144,35.4732186484748,5.577471018889001,8.18318615384614,13.19,173.97609999999997,13.70536,187.83689272959998
819,2016-02-11 03:00:00,2.1975,86.0,2.0,3.0,0.0,0.0,10.165836456030402,8.586633734217358,9.503578189360693,9.17770144225846,11.008385860150835,13.428137783117958,12.125211049383328,35.4732186484748,4.829006249999999,8.16397017751478,13.19,173.97609999999997,13.70536,187.83689272959998
820,2016-02-11 04:00:00,2.313333,83.0,2.0,3.0,0.0,0.0,11.656911603648933,11.122750599239783,11.83668604932268,9.822823607759416,13.510557345371664,19.32967387832469,16.189523930403432,35.4732186484748,5.351509568889,8.149221656804723,13.19,173.97609999999997,13.70536,187.83689272959998
821,2016-02-11 05:00:00,2.145,86.5,1.0,9.0,0.0,0.0,25.469666041272546,25.035878698178635,23.6106857256409,13.627791379394564,28.252052535549,30.39778744748734,28.066500741158517,35.4732186484748,4.601025,8.133358739644956,13.19,173.97609999999997,13.70536,187.83689272959998
822,2016-02-11 06:00:00,1.8375,83.0,1.0,5.0,0.0,0.0,35.4732186484748,27.3101080362957,29.89206935884389,25.474356472168,30.60362626644111,37.0389418696036,32.75339371919879,35.4732186484748,3.37640625,8.113447497041406,13.19,173.97609999999997,13.70536,187.83689272959998
823,2016-02-11 07:00:00,2.358333,83.0,1.0,9.0,0.0,0.0,26.630033294362512,23.969355891883396,26.638612022353268,19.52504245600148,28.915792056670217,34.55144362974501,28.825668855021,35.4732186484748,5.5617345388890005,8.09838339053253,13.19,173.97609999999997,13.70536,187.83689272959998
824,2016-02-11 08:00:00,3.1875,81.0,1.0,5.0,0.0,0.0,23.299172856436353,23.43778125680423,24.29662277980001,17.573197214075684,28.335443684776845,30.651035658381762,27.625835942133516,35.4732186484748,10.16015625,8.089246307692296,13.19,173.97609999999997,13.70536,187.83689272959998
825,2016-02-11 09:00:00,4.911667,65.5,1.5,5.0,0.0,0.0,19.21426935955629,18.87190249033536,18.32832632215437,15.290853849361007,21.96586520094399,23.909683523411246,22.41127031693122,35.4732186484748,24.124472718889,8.089852822485195,13.19,173.97609999999997,13.70536,187.83689272959998
